Id,data_venda,vendedor,equipe,categoria_servico,servico,quantidade,preco_unitario,custo,cliente,estado,regiao
17,2025-01-25,Bruno,Equipe Vega,Desenvolvimento,Criação de Aplicativos,12,250.73,145.69,Duarte Ltda.,MT,centro-oeste
18,2024-02-27,Vinicius,Equipe Vega,Desenvolvimento,Desenvolvimento Web,20,1265.09,946.02,Aragão,CE,nordeste
19,2025-05-22,Bruno,Equipe Vega,Infraestrutura,Gerenciamento de Redes,7,156.5,125.75,Monteiro e Filhos,PR,sul
20,2023-04-19,Bruno,Equipe Vega,Consultoria,Auditoria de Sistemas,11,963.37,856.14,da Cunha S/A,SC,sul
21,2022-12-13,Levi,Equipe Vega,Consultoria,Consultoria em TI,1,1408.44,868.46,da Cruz,RO,norte
22,2023-04-13,Levi,Equipe Vega,Consultoria,Gestão de Projetos de TI,4,594.17,469.54,Costa S/A,BA,nordeste
23,2022-10-20,Vinicius,Equipe Vega,Desenvolvimento,Desenvolvimento Web,10,531.96,390.58,Barbosa,RJ,sudeste
24,2025-02-25,Yago,Equipe Vega,Consultoria,Gestão de Projetos de TI,5,1471.61,919.55,Novaes - EI,SC,sul
25,2023-12-03,Brenda,Equipe Vega,Consultoria,Consultoria em TI,11,1021.59,573.11,Jesus Oliveira e Filhos,BA,nordeste
26,2025-05-08,Vinicius,Equipe Vega,Infraestrutura,Backup em Nuvem,15,763.91,424.98,Teixeira,RO,norte
27,2024-07-13,Brenda,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,9,1148.19,891.19,Campos,PA,norte
28,2024-08-28,Yago,Equipe Vega,Consultoria,Treinamento em TI,10,366.61,201.76,da Paz e Filhos,PA,norte
29,2022-11-26,Bruno,Equipe Vega,Infraestrutura,Backup em Nuvem,20,172.7,130.51,Ribeiro,CE,nordeste
30,2023-06-23,Yago,Equipe Vega,Infraestrutura,Suporte Técnico,16,533.69,297.99,Cardoso Viana - ME,SC,sul
31,2025-03-10,Bruno,Equipe Vega,Consultoria,Treinamento em TI,8,307.66,217.43,da Cruz Rodrigues - EI,CE,nordeste
32,2024-08-19,Yago,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,15,863.88,470.77,Farias,MG,sudeste
33,2025-04-14,Vinicius,Equipe Vega,Infraestrutura,Backup em Nuvem,14,337.53,208.83,Cardoso,SP,sudeste
34,2024-03-26,Bruno,Equipe Vega,Infraestrutura,Gerenciamento de Redes,9,1373.12,761.24,Barbosa,GO,centro-oeste
35,2023-12-15,Vinicius,Equipe Vega,Desenvolvimento,Automação de Processos,15,1285.62,1098.98,Ferreira,DF,centro-oeste
36,2024-02-05,Yago,Equipe Vega,Consultoria,Planejamento Estratégico de TI,12,722.29,611.65,da Mata S.A.,AM,norte
37,2022-06-17,Yago,Equipe Vega,Consultoria,Planejamento Estratégico de TI,7,965.18,773.09,Porto,SP,sudeste
38,2025-03-26,Bruno,Equipe Vega,Infraestrutura,Suporte Técnico,11,502.46,340.9,Gonçalves S.A.,RS,sul
39,2025-02-07,Levi,Equipe Vega,Desenvolvimento,Integração de Sistemas,8,185.94,153.15,Pinto - ME,MG,sudeste
40,2024-09-29,Yago,Equipe Vega,Infraestrutura,Suporte Técnico,2,632.94,347.97,da Mata e Filhos,PR,sul
41,2024-12-14,Bruno,Equipe Vega,Infraestrutura,Backup em Nuvem,15,1361.76,882.76,Pinto Pereira - ME,BA,nordeste
42,2024-11-07,Yago,Equipe Vega,Consultoria,Consultoria em TI,6,316.38,200.68,Viana,PR,sul
43,2023-05-01,Brenda,Equipe Vega,Desenvolvimento,Integração de Sistemas,19,169.94,95.96,Campos,BA,nordeste
44,2025-04-23,Brenda,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,5,194.52,164.96,da Rosa S/A,PR,sul
45,2025-05-07,Bruno,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,8,1243.48,961.35,Carvalho S/A,MT,centro-oeste
46,2022-09-04,Brenda,Equipe Vega,Consultoria,Auditoria de Sistemas,11,1176.86,983.1,Costa,MT,centro-oeste
47,2024-02-17,Levi,Equipe Vega,Consultoria,Treinamento em TI,2,707.35,489.39,Rodrigues Teixeira S.A.,DF,centro-oeste
48,2023-07-06,Vinicius,Equipe Vega,Consultoria,Planejamento Estratégico de TI,16,190.48,123.34,Rodrigues,SC,sul
49,2023-10-10,Bruno,Equipe Vega,Consultoria,Consultoria em TI,17,273.68,143.36,da Paz Moreira Ltda.,CE,nordeste
50,2022-12-21,Brenda,Equipe Vega,Desenvolvimento,Integração de Sistemas,14,183.51,117.94,Mendes Duarte - EI,GO,centro-oeste
51,2022-11-09,Brenda,Equipe Vega,Desenvolvimento,Criação de Aplicativos,16,900.63,801.4,Monteiro,CE,nordeste
52,2025-04-21,Brenda,Equipe Vega,Infraestrutura,Backup em Nuvem,7,1251.66,976.34,Fernandes,SC,sul
53,2024-02-14,Levi,Equipe Vega,Infraestrutura,Suporte Técnico,15,154.78,102.18,Porto da Paz - ME,MT,centro-oeste
54,2022-11-09,Vinicius,Equipe Vega,Consultoria,Consultoria em TI,17,170.15,142.52,Nogueira - ME,MT,centro-oeste
55,2024-07-03,Brenda,Equipe Vega,Infraestrutura,Gerenciamento de Redes,18,984.31,715.63,Cunha,MG,sudeste
56,2024-07-23,Brenda,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,7,1177.48,604.31,Novaes Jesus - ME,DF,centro-oeste
57,2025-03-07,Bruno,Equipe Vega,Consultoria,Consultoria em TI,8,1344.58,1085.9,Alves,AM,norte
58,2025-05-06,Bruno,Equipe Vega,Consultoria,Consultoria em TI,1,703.31,388.33,Freitas,MT,centro-oeste
59,2024-05-08,Bruno,Equipe Vega,Desenvolvimento,Integração de Sistemas,8,884.17,734.66,da Paz,MT,centro-oeste
60,2025-04-20,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento Web,3,1047.33,624.08,Gomes Moreira e Filhos,RJ,sudeste
61,2024-08-17,Brenda,Equipe Vega,Infraestrutura,Hospedagem de Sites,11,730.65,429.67,Moreira e Filhos,AM,norte
62,2025-03-22,Levi,Equipe Vega,Infraestrutura,Gerenciamento de Redes,8,1184.49,914.98,Rezende,PR,sul
63,2022-12-29,Brenda,Equipe Vega,Infraestrutura,Hospedagem de Sites,5,1331.81,1106.49,da Cruz,PE,nordeste
64,2025-02-01,Levi,Equipe Vega,Consultoria,Treinamento em TI,12,739.42,585.53,Pires,RJ,sudeste
65,2022-05-31,Levi,Equipe Vega,Consultoria,Auditoria de Sistemas,17,880.99,502.3,Silva,CE,nordeste
66,2022-08-06,Vinicius,Equipe Vega,Infraestrutura,Hospedagem de Sites,11,383.9,249.78,Moraes - ME,PA,norte
67,2022-10-13,Brenda,Equipe Vega,Infraestrutura,Backup em Nuvem,17,1192.81,922.25,Mendes - ME,AM,norte
68,2024-10-15,Levi,Equipe Vega,Infraestrutura,Backup em Nuvem,7,924.89,638.05,da Mota Jesus Ltda.,RJ,sudeste
69,2023-07-04,Levi,Equipe Vega,Desenvolvimento,Criação de Aplicativos,12,151.45,88.85,Rocha - ME,RS,sul
70,2024-02-23,Brenda,Equipe Vega,Desenvolvimento,Integração de Sistemas,3,837.35,741.14,Moreira S.A.,MT,centro-oeste
71,2022-08-28,Brenda,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,13,1481.4,1332.23,Ribeiro - ME,SC,sul
72,2023-07-12,Levi,Equipe Vega,Desenvolvimento,Integração de Sistemas,16,342.64,184.14,Pereira,CE,nordeste
73,2024-02-25,Yago,Equipe Vega,Consultoria,Planejamento Estratégico de TI,12,1169.67,923.31,Novaes Novaes S.A.,MG,sudeste
74,2025-03-22,Vinicius,Equipe Vega,Infraestrutura,Backup em Nuvem,20,422.11,250.36,Melo Araújo Ltda.,SP,sudeste
75,2024-05-21,Bruno,Equipe Vega,Infraestrutura,Hospedagem de Sites,7,435.19,349.79,Carvalho,RJ,sudeste
76,2022-06-16,Brenda,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,19,798.04,682.43,Aragão - ME,SP,sudeste
77,2023-10-12,Brenda,Equipe Vega,Consultoria,Auditoria de Sistemas,4,1366.93,908.61,Pereira,SP,sudeste
78,2025-05-13,Bruno,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,2,640.29,468.99,Rodrigues,RO,norte
79,2023-06-22,Bruno,Equipe Vega,Consultoria,Treinamento em TI,2,660.5,517.65,Santos,MT,centro-oeste
80,2023-09-10,Levi,Equipe Vega,Desenvolvimento,Criação de Aplicativos,6,1119.08,983.78,Monteiro Cavalcanti Ltda.,PR,sul
81,2024-12-15,Brenda,Equipe Vega,Infraestrutura,Backup em Nuvem,1,1213.48,763.88,Viana,RS,sul
82,2024-03-02,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,3,472.18,292.99,Rodrigues,MT,centro-oeste
83,2022-08-22,Brenda,Equipe Vega,Desenvolvimento,Criação de Aplicativos,18,175.33,127.67,Carvalho S.A.,BA,nordeste
84,2024-03-08,Bruno,Equipe Vega,Desenvolvimento,Desenvolvimento Web,6,1337.79,780.37,Barbosa Pinto S/A,PR,sul
85,2025-03-12,Brenda,Equipe Vega,Consultoria,Treinamento em TI,3,1374.74,689.5,Jesus,MT,centro-oeste
86,2024-04-28,Levi,Equipe Vega,Infraestrutura,Suporte Técnico,12,1252.82,871.32,da Rocha,DF,centro-oeste
87,2025-05-02,Brenda,Equipe Vega,Consultoria,Planejamento Estratégico de TI,14,1142.81,899.22,Gomes,AM,norte
88,2024-10-28,Bruno,Equipe Vega,Desenvolvimento,Integração de Sistemas,14,1271.38,1080.4,das Neves,RJ,sudeste
89,2024-11-12,Vinicius,Equipe Vega,Desenvolvimento,Desenvolvimento Web,10,775.54,450.16,Fogaça das Neves S/A,GO,centro-oeste
90,2023-12-04,Vinicius,Equipe Vega,Desenvolvimento,Automação de Processos,20,1424.35,730.46,Barros Dias Ltda.,PA,norte
91,2024-02-12,Bruno,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,5,1014.66,645.0,Porto,BA,nordeste
92,2024-04-24,Levi,Equipe Vega,Desenvolvimento,Integração de Sistemas,8,754.45,388.45,Martins - ME,AM,norte
93,2025-02-17,Brenda,Equipe Vega,Desenvolvimento,Integração de Sistemas,10,1400.8,1025.62,Caldeira S/A,RO,norte
94,2023-07-03,Levi,Equipe Vega,Infraestrutura,Suporte Técnico,9,901.12,672.63,Mendes Ltda.,PE,nordeste
95,2024-12-12,Vinicius,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,5,578.97,483.27,da Luz Almeida e Filhos,PE,nordeste
96,2024-11-20,Vinicius,Equipe Vega,Infraestrutura,Backup em Nuvem,7,1296.71,690.76,da Conceição,CE,nordeste
97,2024-09-17,Vinicius,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,3,1363.23,841.85,Nunes,AM,norte
98,2024-10-27,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,6,1149.92,997.93,Vieira,GO,centro-oeste
99,2022-09-27,Levi,Equipe Vega,Consultoria,Planejamento Estratégico de TI,19,764.17,593.92,da Cunha,RJ,sudeste
100,2024-09-24,Yago,Equipe Vega,Consultoria,Auditoria de Sistemas,13,856.17,442.95,da Rosa Alves Ltda.,AM,norte
101,2024-06-13,Levi,Equipe Vega,Consultoria,Treinamento em TI,6,1453.85,1123.16,Almeida,RJ,sudeste
102,2024-10-24,Bruno,Equipe Vega,Infraestrutura,Gerenciamento de Redes,16,1089.94,811.66,Vieira,CE,nordeste
103,2024-11-09,Levi,Equipe Vega,Infraestrutura,Gerenciamento de Redes,9,1255.78,895.61,da Mota,DF,centro-oeste
104,2024-09-04,Vinicius,Equipe Vega,Desenvolvimento,Desenvolvimento Web,20,1030.77,779.51,Ribeiro,RO,norte
105,2025-05-27,Levi,Equipe Vega,Desenvolvimento,Integração de Sistemas,10,804.34,540.2,Souza S/A,RO,norte
106,2023-06-28,Brenda,Equipe Vega,Desenvolvimento,Integração de Sistemas,13,1279.94,1116.26,da Mota,MG,sudeste
107,2024-04-18,Bruno,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,18,397.27,284.43,da Mota,CE,nordeste
108,2023-02-23,Bruno,Equipe Vega,Consultoria,Auditoria de Sistemas,17,743.56,463.87,Cardoso Ltda.,MG,sudeste
109,2024-07-18,Yago,Equipe Vega,Desenvolvimento,Criação de Aplicativos,5,832.65,511.53,Cavalcanti,RJ,sudeste
110,2023-08-29,Yago,Equipe Vega,Infraestrutura,Backup em Nuvem,3,386.96,280.9,Nascimento - ME,AM,norte
111,2023-10-22,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento Web,13,1158.94,663.33,Moreira,MT,centro-oeste
112,2024-10-15,Vinicius,Equipe Vega,Desenvolvimento,Desenvolvimento Web,13,1324.61,1014.44,da Rosa,PR,sul
113,2022-07-18,Levi,Equipe Vega,Desenvolvimento,Integração de Sistemas,12,1485.09,1264.53,Alves,PA,norte
114,2025-03-23,Levi,Equipe Vega,Desenvolvimento,Automação de Processos,9,827.77,636.38,Castro e Filhos,MG,sudeste
115,2025-05-12,Bruno,Equipe Vega,Consultoria,Gestão de Projetos de TI,7,1443.61,760.33,Correia,BA,nordeste
116,2024-07-01,Yago,Equipe Vega,Consultoria,Planejamento Estratégico de TI,5,1026.89,757.55,Caldeira Nogueira S.A.,CE,nordeste
117,2022-12-26,Yago,Equipe Vega,Desenvolvimento,Automação de Processos,9,427.47,304.87,das Neves,MT,centro-oeste
118,2023-04-13,Levi,Equipe Vega,Desenvolvimento,Automação de Processos,1,594.24,374.85,Dias,AM,norte
119,2024-02-05,Levi,Equipe Vega,Infraestrutura,Suporte Técnico,5,1154.83,745.76,da Rosa,MG,sudeste
120,2022-08-27,Levi,Equipe Vega,Desenvolvimento,Integração de Sistemas,19,249.67,169.48,Pinto,BA,nordeste
121,2023-06-16,Vinicius,Equipe Vega,Infraestrutura,Hospedagem de Sites,4,1076.28,711.83,Rezende,AM,norte
122,2023-07-24,Brenda,Equipe Vega,Infraestrutura,Gerenciamento de Redes,10,903.87,529.75,Silva,PE,nordeste
123,2023-05-30,Bruno,Equipe Vega,Consultoria,Treinamento em TI,8,923.85,682.81,Vieira Ltda.,PA,norte
124,2024-12-19,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,7,896.23,739.64,da Cunha Duarte - EI,DF,centro-oeste
125,2025-01-23,Levi,Equipe Vega,Desenvolvimento,Integração de Sistemas,11,1025.49,902.69,Teixeira,SP,sudeste
126,2022-08-03,Brenda,Equipe Vega,Desenvolvimento,Integração de Sistemas,10,1066.3,935.53,Gomes Oliveira - ME,MG,sudeste
127,2022-06-19,Yago,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,2,224.19,133.46,Aragão,MG,sudeste
128,2024-07-23,Bruno,Equipe Vega,Desenvolvimento,Integração de Sistemas,17,1270.68,1107.56,da Cunha e Filhos,GO,centro-oeste
129,2023-09-21,Brenda,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,7,269.54,191.68,Alves,BA,nordeste
130,2024-11-22,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,10,444.76,371.56,da Rocha Oliveira - EI,MG,sudeste
131,2022-07-03,Bruno,Equipe Vega,Consultoria,Auditoria de Sistemas,11,543.84,279.24,Cavalcanti,SP,sudeste
132,2023-01-22,Brenda,Equipe Vega,Infraestrutura,Suporte Técnico,11,1208.75,1053.73,Novaes,RO,norte
133,2022-10-21,Bruno,Equipe Vega,Infraestrutura,Suporte Técnico,9,1254.65,746.54,Barbosa Ltda.,CE,nordeste
134,2023-01-26,Levi,Equipe Vega,Consultoria,Planejamento Estratégico de TI,12,1247.67,880.41,Almeida,PR,sul
135,2025-03-23,Brenda,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,18,1183.75,817.08,Aragão,PR,sul
136,2024-07-18,Vinicius,Equipe Vega,Consultoria,Gestão de Projetos de TI,7,1248.89,1048.72,Caldeira e Filhos,AM,norte
137,2023-04-12,Vinicius,Equipe Vega,Consultoria,Planejamento Estratégico de TI,4,430.3,342.02,Fogaça Pires S/A,RO,norte
138,2024-10-24,Brenda,Equipe Vega,Consultoria,Consultoria em TI,17,256.71,226.66,Oliveira,SP,sudeste
139,2024-01-30,Vinicius,Equipe Vega,Infraestrutura,Gerenciamento de Redes,7,1170.78,625.97,Oliveira Almeida - ME,MT,centro-oeste
140,2025-02-09,Levi,Equipe Vega,Infraestrutura,Hospedagem de Sites,6,830.8,509.25,Gomes e Filhos,MT,centro-oeste
141,2022-10-24,Vinicius,Equipe Vega,Infraestrutura,Backup em Nuvem,15,1458.2,1236.07,das Neves,PA,norte
142,2024-06-10,Vinicius,Equipe Vega,Consultoria,Consultoria em TI,5,1369.31,900.61,Almeida,GO,centro-oeste
143,2023-03-03,Levi,Equipe Vega,Consultoria,Treinamento em TI,8,240.41,125.66,Monteiro,AM,norte
144,2025-02-11,Brenda,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,20,684.5,382.1,Cunha,CE,nordeste
145,2024-02-01,Brenda,Equipe Vega,Infraestrutura,Hospedagem de Sites,9,516.45,463.01,da Cruz,BA,nordeste
146,2024-05-17,Bruno,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,3,227.15,197.16,Moreira,SP,sudeste
147,2023-01-18,Brenda,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,3,403.7,248.66,Vieira e Filhos,DF,centro-oeste
148,2023-04-29,Yago,Equipe Vega,Infraestrutura,Hospedagem de Sites,7,1486.48,1114.02,Pires,AM,norte
149,2023-09-18,Levi,Equipe Vega,Consultoria,Planejamento Estratégico de TI,2,153.33,110.54,Pereira,RS,sul
150,2022-10-22,Bruno,Equipe Vega,Infraestrutura,Hospedagem de Sites,14,1463.6,891.73,da Rosa Jesus S.A.,CE,nordeste
151,2023-09-22,Brenda,Equipe Vega,Consultoria,Planejamento Estratégico de TI,1,1458.28,1140.78,Moreira,DF,centro-oeste
152,2025-01-18,Levi,Equipe Vega,Consultoria,Gestão de Projetos de TI,19,1000.35,808.9,Lopes da Paz S.A.,AM,norte
153,2024-01-06,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento Web,11,1309.23,1043.63,Freitas S.A.,DF,centro-oeste
154,2022-11-09,Yago,Equipe Vega,Desenvolvimento,Automação de Processos,15,731.18,433.5,da Rosa,GO,centro-oeste
155,2024-11-09,Vinicius,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,9,1198.92,773.85,Sales e Filhos,PA,norte
156,2024-04-28,Brenda,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,13,1366.95,1210.46,da Conceição,PE,nordeste
157,2022-12-28,Brenda,Equipe Vega,Consultoria,Consultoria em TI,14,350.79,222.72,Nogueira S.A.,MT,centro-oeste
158,2023-06-28,Brenda,Equipe Vega,Desenvolvimento,Integração de Sistemas,16,597.18,381.98,Pires,RJ,sudeste
159,2022-09-07,Vinicius,Equipe Vega,Infraestrutura,Backup em Nuvem,6,1058.08,682.34,Mendes Rezende - ME,RO,norte
160,2023-02-04,Yago,Equipe Vega,Consultoria,Auditoria de Sistemas,20,677.38,478.12,Melo,PA,norte
161,2023-11-06,Levi,Equipe Vega,Infraestrutura,Suporte Técnico,19,1239.14,701.55,Cardoso Souza S/A,DF,centro-oeste
162,2024-07-02,Bruno,Equipe Vega,Infraestrutura,Backup em Nuvem,17,396.33,224.04,Farias,CE,nordeste
163,2023-03-01,Vinicius,Equipe Vega,Consultoria,Treinamento em TI,18,1109.59,979.56,Rezende,RS,sul
164,2023-01-30,Brenda,Equipe Vega,Consultoria,Planejamento Estratégico de TI,15,236.28,211.3,Almeida - EI,PE,nordeste
165,2022-08-21,Brenda,Equipe Vega,Consultoria,Auditoria de Sistemas,7,1470.77,1108.89,Fogaça,CE,nordeste
166,2024-06-14,Brenda,Equipe Vega,Consultoria,Auditoria de Sistemas,12,250.37,175.54,Azevedo Jesus - EI,DF,centro-oeste
167,2022-10-02,Levi,Equipe Vega,Consultoria,Gestão de Projetos de TI,13,999.82,518.01,da Mota,SP,sudeste
168,2022-10-17,Vinicius,Equipe Vega,Consultoria,Planejamento Estratégico de TI,20,1093.02,931.15,Alves - ME,MG,sudeste
169,2024-11-10,Yago,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,10,1352.63,884.38,Costela,RO,norte
170,2023-09-06,Bruno,Equipe Vega,Desenvolvimento,Criação de Aplicativos,7,206.0,139.42,Costela,SP,sudeste
171,2025-01-23,Levi,Equipe Vega,Consultoria,Planejamento Estratégico de TI,18,324.42,200.29,Costela Pinto S.A.,PR,sul
172,2023-07-31,Vinicius,Equipe Vega,Infraestrutura,Hospedagem de Sites,9,174.93,110.59,da Rosa,DF,centro-oeste
173,2024-08-30,Bruno,Equipe Vega,Infraestrutura,Gerenciamento de Redes,18,713.16,493.2,Porto,PA,norte
174,2025-04-06,Levi,Equipe Vega,Infraestrutura,Gerenciamento de Redes,4,612.71,490.25,Caldeira S.A.,MG,sudeste
175,2023-12-26,Brenda,Equipe Vega,Infraestrutura,Hospedagem de Sites,5,256.28,171.96,Monteiro Lima - ME,PA,norte
176,2022-08-25,Brenda,Equipe Vega,Consultoria,Auditoria de Sistemas,10,1249.35,697.71,Jesus,AM,norte
177,2025-02-26,Yago,Equipe Vega,Consultoria,Consultoria em TI,20,731.15,614.31,Pinto,AM,norte
178,2025-05-22,Levi,Equipe Vega,Consultoria,Gestão de Projetos de TI,14,1365.09,1178.21,Monteiro S/A,RJ,sudeste
179,2024-03-29,Brenda,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,9,165.94,146.55,Moura Cunha - ME,BA,nordeste
180,2023-08-14,Brenda,Equipe Vega,Consultoria,Consultoria em TI,12,1339.85,706.34,Aragão - ME,PA,norte
181,2023-07-10,Bruno,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,3,1448.06,900.56,Mendes - ME,PA,norte
182,2024-07-07,Levi,Equipe Vega,Desenvolvimento,Integração de Sistemas,18,513.32,378.96,Lima Cunha e Filhos,CE,nordeste
183,2024-08-23,Bruno,Equipe Vega,Consultoria,Planejamento Estratégico de TI,2,1046.36,550.65,Pereira,BA,nordeste
184,2024-04-15,Bruno,Equipe Vega,Desenvolvimento,Integração de Sistemas,20,259.17,160.02,Silva da Mota e Filhos,RJ,sudeste
185,2024-10-18,Vinicius,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,6,1432.73,1000.55,Pinto,CE,nordeste
186,2025-03-20,Vinicius,Equipe Vega,Consultoria,Planejamento Estratégico de TI,11,1157.28,860.19,Monteiro Ltda.,BA,nordeste
187,2023-08-12,Yago,Equipe Vega,Desenvolvimento,Integração de Sistemas,9,1394.15,1241.66,Fernandes,GO,centro-oeste
188,2025-02-21,Vinicius,Equipe Vega,Desenvolvimento,Criação de Aplicativos,3,1172.01,893.77,Rezende Ltda.,SP,sudeste
189,2022-09-18,Bruno,Equipe Vega,Desenvolvimento,Criação de Aplicativos,14,1217.53,910.58,Martins Ltda.,RJ,sudeste
190,2023-05-17,Yago,Equipe Vega,Desenvolvimento,Automação de Processos,3,973.06,826.75,Correia,RS,sul
191,2023-06-09,Vinicius,Equipe Vega,Infraestrutura,Suporte Técnico,3,1216.54,672.27,Silveira Aragão e Filhos,MG,sudeste
192,2023-06-26,Bruno,Equipe Vega,Consultoria,Planejamento Estratégico de TI,18,1178.9,819.84,da Rocha,DF,centro-oeste
193,2023-11-27,Vinicius,Equipe Vega,Consultoria,Gestão de Projetos de TI,15,596.38,486.7,Mendes - EI,AM,norte
194,2022-09-15,Brenda,Equipe Vega,Consultoria,Gestão de Projetos de TI,17,757.75,522.88,Caldeira,DF,centro-oeste
195,2025-01-05,Yago,Equipe Vega,Desenvolvimento,Integração de Sistemas,4,1277.41,1105.83,Carvalho,AM,norte
196,2022-10-07,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,15,218.35,118.45,Ramos S.A.,AM,norte
197,2025-01-15,Levi,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,5,386.44,241.99,da Conceição,SC,sul
198,2024-01-22,Vinicius,Equipe Vega,Desenvolvimento,Desenvolvimento de Software,16,1033.39,805.66,Silva,AM,norte
199,2025-03-26,Brenda,Equipe Vega,Infraestrutura,Suporte Técnico,3,302.78,225.88,Aragão,SC,sul
200,2024-04-20,Levi,Equipe Vega,Infraestrutura,Gerenciamento de Redes,10,421.7,362.05,Araújo,GO,centro-oeste
201,2025-02-26,Levi,Equipe Vega,Desenvolvimento,Desenvolvimento Web,17,320.03,209.83,da Rocha S.A.,BA,nordeste
202,2024-03-02,Vinicius,Equipe Vega,Infraestrutura,Backup em Nuvem,5,1223.1,615.25,Correia,RS,sul
203,2023-01-25,Bruno,Equipe Vega,Desenvolvimento,Desenvolvimento Web,17,686.98,364.76,da Costa - EI,PR,sul
204,2024-07-25,Bruno,Equipe Vega,Desenvolvimento,Automação de Processos,3,1255.26,1081.8,Cavalcanti,RJ,sudeste
205,2023-07-16,Vinicius,Equipe Vega,Infraestrutura,Monitoramento de Sistemas,1,608.63,334.82,Dias Carvalho S.A.,MG,sudeste
206,2024-06-21,Vinicius,Equipe Vega,Infraestrutura,Hospedagem de Sites,11,1093.43,848.37,Martins S.A.,GO,centro-oeste
207,2022-10-27,Bruno,Equipe Vega,Desenvolvimento,Desenvolvimento Web,3,502.43,396.59,da Mota Duarte S.A.,MG,sudeste
