Id,data_venda,vendedor,equipe,categoria_servico,servico,quantidade,preco_unitario,custo,cliente,estado,regiao
44,2022-09-05,Evelyn,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,11,424.93,250.14,Barros,PR,sul
45,2024-03-17,João Vitor,Equipe Zenith,Desenvolvimento,Desenvolvimento de Software,18,1226.32,770.91,Nascimento Barros - EI,CE,nordeste
46,2024-07-18,Henrique,Equipe Zenith,Desenvolvimento,Automação de Processos,1,1077.66,543.82,da Conceição S/A,RS,sul
47,2024-03-19,João Vitor,Equipe Zenith,Infraestrutura,Hospedagem de Sites,16,917.07,524.52,Rezende e Filhos,CE,nordeste
48,2022-08-23,Alexia,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,19,1288.2,923.2,Sales Fogaça Ltda.,DF,centro-oeste
49,2023-05-10,Henrique,Equipe Zenith,Desenvolvimento,Automação de Processos,9,407.49,204.78,Teixeira,RO,norte
50,2025-04-17,Nina,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,19,387.44,244.44,Pereira S.A.,DF,centro-oeste
51,2022-10-29,Alexia,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,4,350.88,235.26,Viana,DF,centro-oeste
52,2025-01-05,Evelyn,Equipe Zenith,Infraestrutura,Hospedagem de Sites,2,226.31,131.3,Silva,MT,centro-oeste
53,2023-09-07,Evelyn,Equipe Zenith,Infraestrutura,Backup em Nuvem,10,1442.51,920.22,Rezende,SP,sudeste
54,2025-03-17,Henrique,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,2,936.29,590.21,Ferreira Barbosa S.A.,RJ,sudeste
55,2023-02-21,Henrique,Equipe Zenith,Consultoria,Consultoria em TI,3,176.25,140.97,Gomes S/A,RS,sul
56,2022-11-05,Evelyn,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,16,213.23,134.95,Caldeira,PE,nordeste
57,2023-03-09,Evelyn,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,16,636.67,334.3,Carvalho,MT,centro-oeste
58,2022-06-18,João Vitor,Equipe Zenith,Infraestrutura,Backup em Nuvem,9,961.29,601.06,Dias Viana - EI,PR,sul
59,2022-07-06,Nina,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,4,443.79,229.64,Barbosa,MT,centro-oeste
60,2022-06-03,Henrique,Equipe Zenith,Infraestrutura,Suporte Técnico,16,158.6,102.36,Martins - ME,PE,nordeste
61,2023-08-01,Alexia,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,5,1171.01,654.56,Moura,SC,sul
62,2022-07-23,Henrique,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,7,1085.94,942.88,da Conceição,MT,centro-oeste
63,2023-01-20,Nina,Equipe Zenith,Desenvolvimento,Automação de Processos,13,1307.84,1148.04,da Mota,MG,sudeste
64,2023-06-10,Evelyn,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,16,371.7,280.87,Alves,DF,centro-oeste
65,2023-05-16,Nina,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,13,625.64,438.7,Rocha,SC,sul
66,2024-02-04,Evelyn,Equipe Zenith,Infraestrutura,Backup em Nuvem,14,1339.88,1109.92,da Conceição S.A.,PE,nordeste
67,2023-06-12,João Vitor,Equipe Zenith,Desenvolvimento,Automação de Processos,4,558.22,314.08,Cardoso Caldeira e Filhos,MT,centro-oeste
68,2024-08-13,Evelyn,Equipe Zenith,Consultoria,Auditoria de Sistemas,15,1206.01,684.59,da Mata e Filhos,SP,sudeste
69,2023-06-16,Henrique,Equipe Zenith,Consultoria,Treinamento em TI,13,1147.37,767.43,Correia S.A.,PA,norte
70,2025-04-24,João Vitor,Equipe Zenith,Consultoria,Auditoria de Sistemas,5,564.48,399.23,Silva S/A,MG,sudeste
71,2022-12-04,Nina,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,5,1184.06,605.26,Costela,MG,sudeste
72,2025-01-24,Henrique,Equipe Zenith,Desenvolvimento,Automação de Processos,1,992.72,773.39,Fogaça,GO,centro-oeste
73,2024-10-21,Henrique,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,16,1355.05,1012.77,Lima e Filhos,RO,norte
74,2023-10-23,Nina,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,3,231.58,205.39,Aragão Ltda.,CE,nordeste
75,2024-01-31,Nina,Equipe Zenith,Consultoria,Consultoria em TI,13,491.79,364.07,da Mata,CE,nordeste
76,2024-11-07,Henrique,Equipe Zenith,Infraestrutura,Hospedagem de Sites,9,241.68,155.47,Nascimento Vieira S.A.,AM,norte
77,2024-10-23,Nina,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,12,885.21,749.44,Barros,MG,sudeste
78,2024-12-10,João Vitor,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,17,532.83,444.8,Nogueira,AM,norte
79,2024-01-29,Alexia,Equipe Zenith,Consultoria,Auditoria de Sistemas,10,1278.79,1110.24,Monteiro,BA,nordeste
80,2024-06-07,Evelyn,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,2,259.39,203.19,Martins Moreira S/A,RS,sul
81,2025-02-13,João Vitor,Equipe Zenith,Desenvolvimento,Automação de Processos,5,1371.01,1134.51,Pereira,PA,norte
82,2025-01-03,Evelyn,Equipe Zenith,Desenvolvimento,Integração de Sistemas,13,1108.03,627.83,da Mota Ribeiro S.A.,MT,centro-oeste
83,2023-02-05,Alexia,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,4,1162.07,1043.68,Aragão - EI,RO,norte
84,2024-12-17,Alexia,Equipe Zenith,Desenvolvimento,Desenvolvimento de Software,19,824.51,582.55,Melo e Filhos,PA,norte
85,2023-08-19,Nina,Equipe Zenith,Desenvolvimento,Automação de Processos,10,851.89,554.69,Duarte,PR,sul
86,2023-11-27,Henrique,Equipe Zenith,Consultoria,Consultoria em TI,1,1396.68,795.75,Novaes,RJ,sudeste
87,2023-06-13,João Vitor,Equipe Zenith,Infraestrutura,Suporte Técnico,11,1156.84,1027.3,Moreira,GO,centro-oeste
88,2022-11-26,Nina,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,16,797.82,635.02,Costa Silveira - ME,PE,nordeste
89,2025-01-01,Henrique,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,4,245.94,131.4,Ramos,RJ,sudeste
90,2023-08-25,Evelyn,Equipe Zenith,Consultoria,Gestão de Projetos de TI,1,328.59,218.64,Teixeira - EI,SC,sul
91,2022-08-15,Alexia,Equipe Zenith,Desenvolvimento,Integração de Sistemas,19,529.55,406.96,Souza Rodrigues Ltda.,RO,norte
92,2022-11-09,Alexia,Equipe Zenith,Infraestrutura,Backup em Nuvem,17,619.3,352.22,Nogueira,PA,norte
93,2022-10-08,Evelyn,Equipe Zenith,Desenvolvimento,Integração de Sistemas,12,407.42,254.49,Campos da Mata - ME,RJ,sudeste
94,2024-02-12,Evelyn,Equipe Zenith,Desenvolvimento,Desenvolvimento de Software,15,545.0,417.44,Moura da Conceição - ME,PE,nordeste
95,2022-07-13,Evelyn,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,1,634.79,446.69,Pinto da Cunha - EI,BA,nordeste
96,2023-01-26,Evelyn,Equipe Zenith,Infraestrutura,Suporte Técnico,5,612.48,523.65,da Rosa Ltda.,PR,sul
97,2023-04-10,Nina,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,2,1475.87,922.68,da Luz,PE,nordeste
98,2023-08-22,João Vitor,Equipe Zenith,Desenvolvimento,Integração de Sistemas,17,208.8,166.24,Martins S/A,CE,nordeste
99,2024-10-08,Alexia,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,1,229.81,202.98,Porto Ltda.,RJ,sudeste
100,2022-10-23,Henrique,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,9,650.94,522.64,das Neves,RJ,sudeste
101,2023-06-04,Henrique,Equipe Zenith,Desenvolvimento,Integração de Sistemas,4,162.6,138.12,Fogaça Cavalcanti - ME,PE,nordeste
102,2024-03-05,João Vitor,Equipe Zenith,Desenvolvimento,Desenvolvimento de Software,6,1455.17,1019.8,da Luz,MG,sudeste
103,2024-08-12,Henrique,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,13,958.75,589.4,Jesus Ltda.,MT,centro-oeste
104,2025-02-10,Evelyn,Equipe Zenith,Infraestrutura,Suporte Técnico,1,618.54,525.06,Nogueira Ferreira - EI,MG,sudeste
105,2023-11-20,João Vitor,Equipe Zenith,Desenvolvimento,Automação de Processos,11,202.68,148.37,Duarte,RS,sul
106,2024-06-15,Nina,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,14,956.71,579.04,Freitas - ME,RS,sul
107,2024-11-18,Evelyn,Equipe Zenith,Infraestrutura,Backup em Nuvem,12,1240.0,972.15,da Costa,RO,norte
108,2024-04-04,Alexia,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,13,998.57,798.06,da Rosa,DF,centro-oeste
109,2024-05-02,Nina,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,15,271.64,240.83,Castro,GO,centro-oeste
110,2022-08-09,Evelyn,Equipe Zenith,Infraestrutura,Backup em Nuvem,14,727.57,498.73,Vieira S.A.,AM,norte
111,2022-06-26,Henrique,Equipe Zenith,Consultoria,Treinamento em TI,16,920.87,570.73,Melo,SC,sul
112,2023-10-11,Alexia,Equipe Zenith,Consultoria,Treinamento em TI,20,662.27,436.22,da Luz Mendes - EI,BA,nordeste
113,2023-01-06,Nina,Equipe Zenith,Consultoria,Treinamento em TI,7,1316.38,670.63,Oliveira,RS,sul
114,2024-11-22,Nina,Equipe Zenith,Consultoria,Auditoria de Sistemas,8,722.31,420.92,Alves,BA,nordeste
115,2024-12-30,João Vitor,Equipe Zenith,Consultoria,Auditoria de Sistemas,7,1320.37,915.42,da Costa Fernandes S/A,GO,centro-oeste
116,2024-12-01,Henrique,Equipe Zenith,Consultoria,Consultoria em TI,3,343.81,244.63,Nogueira Freitas Ltda.,DF,centro-oeste
117,2023-09-23,Nina,Equipe Zenith,Consultoria,Treinamento em TI,11,1068.89,701.67,Monteiro,DF,centro-oeste
118,2023-10-17,Nina,Equipe Zenith,Consultoria,Auditoria de Sistemas,9,742.13,487.27,Pires,MT,centro-oeste
119,2023-12-16,Henrique,Equipe Zenith,Infraestrutura,Suporte Técnico,17,706.72,631.97,Lima Caldeira - ME,RS,sul
120,2024-05-05,Evelyn,Equipe Zenith,Infraestrutura,Hospedagem de Sites,10,618.38,551.59,Dias,RS,sul
121,2024-02-13,Nina,Equipe Zenith,Consultoria,Consultoria em TI,14,264.57,139.99,Moraes - ME,PA,norte
122,2025-01-31,Nina,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,9,1471.65,904.48,da Cunha Ltda.,RJ,sudeste
123,2022-07-20,Nina,Equipe Zenith,Consultoria,Auditoria de Sistemas,1,1136.5,713.33,Gomes,MG,sudeste
124,2022-06-18,Evelyn,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,8,203.26,179.15,Pereira Melo - ME,PE,nordeste
125,2023-06-28,Henrique,Equipe Zenith,Infraestrutura,Suporte Técnico,5,429.87,283.96,Teixeira,BA,nordeste
126,2023-04-10,Evelyn,Equipe Zenith,Consultoria,Treinamento em TI,9,744.79,571.56,Moreira,SC,sul
127,2022-07-31,Alexia,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,1,1120.05,744.41,Ramos S/A,GO,centro-oeste
128,2023-08-22,Alexia,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,3,485.36,413.74,Ferreira,SP,sudeste
129,2024-03-10,Evelyn,Equipe Zenith,Desenvolvimento,Automação de Processos,6,745.84,662.46,Ramos,AM,norte
130,2024-12-19,Henrique,Equipe Zenith,Consultoria,Consultoria em TI,11,517.91,456.53,Rocha,PA,norte
131,2025-03-24,Nina,Equipe Zenith,Desenvolvimento,Automação de Processos,9,747.31,583.59,Araújo,RJ,sudeste
132,2023-04-24,Evelyn,Equipe Zenith,Consultoria,Treinamento em TI,6,335.38,266.91,Ribeiro e Filhos,PE,nordeste
133,2022-07-20,Nina,Equipe Zenith,Consultoria,Treinamento em TI,15,600.64,466.07,Silveira S/A,GO,centro-oeste
134,2024-10-30,Nina,Equipe Zenith,Desenvolvimento,Automação de Processos,4,873.03,737.09,Gonçalves Ltda.,PE,nordeste
135,2024-03-19,Henrique,Equipe Zenith,Infraestrutura,Backup em Nuvem,20,294.96,229.33,Moreira Campos Ltda.,CE,nordeste
136,2022-07-17,Henrique,Equipe Zenith,Consultoria,Consultoria em TI,2,1329.91,1069.36,Lima Rocha - ME,SP,sudeste
137,2025-02-04,Nina,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,19,420.71,216.6,Fogaça,SP,sudeste
138,2025-05-02,Alexia,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,19,949.2,522.27,Correia - ME,AM,norte
139,2022-06-17,Evelyn,Equipe Zenith,Desenvolvimento,Integração de Sistemas,5,750.43,382.96,Jesus,PR,sul
140,2024-11-08,Henrique,Equipe Zenith,Infraestrutura,Suporte Técnico,16,1314.77,695.1,Jesus S/A,SC,sul
141,2022-11-15,Alexia,Equipe Zenith,Consultoria,Treinamento em TI,17,1155.5,717.45,da Rocha Ltda.,DF,centro-oeste
142,2023-04-11,Nina,Equipe Zenith,Consultoria,Auditoria de Sistemas,10,1218.36,1059.12,Martins Alves Ltda.,SP,sudeste
143,2022-06-28,Henrique,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,10,644.11,479.07,Cunha,BA,nordeste
144,2024-10-20,Henrique,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,10,831.27,631.73,Carvalho Ltda.,PA,norte
145,2024-11-01,João Vitor,Equipe Zenith,Desenvolvimento,Automação de Processos,16,925.74,681.21,Moraes,PR,sul
146,2023-09-05,Alexia,Equipe Zenith,Infraestrutura,Hospedagem de Sites,6,667.87,545.55,Correia e Filhos,AM,norte
147,2022-11-04,Nina,Equipe Zenith,Infraestrutura,Suporte Técnico,2,1305.63,667.07,Moreira,PR,sul
148,2024-12-06,Henrique,Equipe Zenith,Consultoria,Treinamento em TI,14,1280.93,720.23,Ferreira Cardoso e Filhos,BA,nordeste
149,2024-12-16,Evelyn,Equipe Zenith,Consultoria,Treinamento em TI,6,999.36,862.18,Moreira Ribeiro Ltda.,MG,sudeste
150,2025-04-09,Evelyn,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,2,619.99,313.56,das Neves,SC,sul
151,2024-04-22,Henrique,Equipe Zenith,Desenvolvimento,Automação de Processos,3,1133.16,769.68,da Rosa,DF,centro-oeste
152,2023-05-20,Henrique,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,16,524.36,337.58,Fernandes,PR,sul
153,2022-11-09,Alexia,Equipe Zenith,Consultoria,Auditoria de Sistemas,14,1198.8,857.46,Lopes,PE,nordeste
154,2022-11-21,Evelyn,Equipe Zenith,Consultoria,Auditoria de Sistemas,12,1296.03,924.94,Caldeira,MG,sudeste
155,2022-10-14,Alexia,Equipe Zenith,Desenvolvimento,Desenvolvimento de Software,9,1336.0,849.5,Viana - ME,SC,sul
156,2022-11-15,Evelyn,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,17,814.9,565.32,da Costa - EI,PE,nordeste
157,2023-09-14,Henrique,Equipe Zenith,Consultoria,Gestão de Projetos de TI,12,1282.96,730.35,Porto Cavalcanti - ME,PA,norte
158,2022-06-03,Henrique,Equipe Zenith,Infraestrutura,Hospedagem de Sites,19,504.86,429.49,Caldeira Nogueira Ltda.,PR,sul
159,2024-06-23,Alexia,Equipe Zenith,Consultoria,Treinamento em TI,16,448.75,371.52,Porto - EI,SP,sudeste
160,2024-10-01,Evelyn,Equipe Zenith,Consultoria,Gestão de Projetos de TI,13,1184.95,773.37,Santos,RJ,sudeste
161,2023-10-20,Evelyn,Equipe Zenith,Desenvolvimento,Automação de Processos,2,534.88,273.14,Cardoso,RO,norte
162,2023-12-11,Evelyn,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,5,885.08,530.48,da Luz,SP,sudeste
163,2023-11-17,Evelyn,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,6,1312.99,983.21,da Mota Souza S/A,RJ,sudeste
164,2023-05-13,Alexia,Equipe Zenith,Consultoria,Auditoria de Sistemas,7,258.05,197.05,Oliveira,PA,norte
165,2023-02-18,Evelyn,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,5,206.5,106.55,Aragão Ltda.,RS,sul
166,2024-08-01,Alexia,Equipe Zenith,Desenvolvimento,Integração de Sistemas,6,1259.82,756.41,das Neves,RS,sul
167,2023-08-24,Nina,Equipe Zenith,Infraestrutura,Suporte Técnico,20,860.64,765.14,Rezende,GO,centro-oeste
168,2024-05-26,Evelyn,Equipe Zenith,Infraestrutura,Hospedagem de Sites,3,652.7,547.34,Ramos,MG,sudeste
169,2023-04-18,Henrique,Equipe Zenith,Consultoria,Gestão de Projetos de TI,4,1172.54,793.13,Cunha,SP,sudeste
170,2023-06-10,Henrique,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,4,449.79,316.47,Ribeiro,MT,centro-oeste
171,2022-12-14,Nina,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,3,869.79,530.42,Freitas,PE,nordeste
172,2023-03-27,Alexia,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,7,1250.08,1057.02,Pinto,SC,sul
173,2024-08-25,João Vitor,Equipe Zenith,Desenvolvimento,Integração de Sistemas,3,574.89,479.11,Gonçalves - EI,GO,centro-oeste
174,2025-05-17,Nina,Equipe Zenith,Consultoria,Consultoria em TI,2,850.27,666.57,Viana Costela Ltda.,BA,nordeste
175,2023-09-15,Alexia,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,3,940.37,566.22,Silveira - EI,BA,nordeste
176,2024-07-11,Alexia,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,15,1010.87,623.96,Monteiro Caldeira e Filhos,RO,norte
177,2023-08-17,Evelyn,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,18,540.59,350.06,da Mata,AM,norte
178,2025-03-25,João Vitor,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,2,998.68,874.77,Jesus da Mata - EI,PA,norte
179,2025-03-22,João Vitor,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,2,584.61,407.23,Cunha Vieira S/A,SC,sul
180,2025-02-24,Henrique,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,2,1178.67,741.92,Fernandes,SP,sudeste
181,2023-03-24,Evelyn,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,16,959.19,765.79,Martins - EI,RJ,sudeste
182,2025-01-07,Evelyn,Equipe Zenith,Desenvolvimento,Automação de Processos,3,193.71,165.53,Pires,MT,centro-oeste
183,2025-05-10,João Vitor,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,14,396.13,252.9,Cunha - EI,PA,norte
184,2024-07-21,Evelyn,Equipe Zenith,Consultoria,Consultoria em TI,4,1130.46,764.09,Freitas Viana e Filhos,AM,norte
185,2024-12-04,Henrique,Equipe Zenith,Consultoria,Treinamento em TI,13,602.92,410.76,Barros Carvalho - EI,SC,sul
186,2025-05-06,Alexia,Equipe Zenith,Infraestrutura,Suporte Técnico,18,726.26,425.04,da Luz,GO,centro-oeste
187,2023-12-08,Nina,Equipe Zenith,Desenvolvimento,Automação de Processos,8,1272.85,1005.02,Cardoso,SP,sudeste
188,2023-01-15,Henrique,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,4,1030.37,773.69,Barbosa Moura S.A.,DF,centro-oeste
189,2023-11-20,Evelyn,Equipe Zenith,Consultoria,Consultoria em TI,9,314.64,180.22,Nunes,PE,nordeste
190,2025-01-30,Evelyn,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,6,1164.96,743.3,Rodrigues,RJ,sudeste
191,2024-02-27,Alexia,Equipe Zenith,Infraestrutura,Monitoramento de Sistemas,2,544.08,276.43,Caldeira e Filhos,RS,sul
192,2025-02-26,Alexia,Equipe Zenith,Consultoria,Auditoria de Sistemas,3,183.08,128.73,Azevedo Jesus S.A.,MT,centro-oeste
193,2024-06-20,Nina,Equipe Zenith,Infraestrutura,Hospedagem de Sites,15,429.75,296.68,Viana,RS,sul
194,2025-04-28,Evelyn,Equipe Zenith,Infraestrutura,Backup em Nuvem,2,1381.17,1239.57,Farias Fernandes e Filhos,PA,norte
195,2025-02-18,João Vitor,Equipe Zenith,Desenvolvimento,Integração de Sistemas,4,747.28,409.87,Santos,RJ,sudeste
196,2023-01-02,Alexia,Equipe Zenith,Desenvolvimento,Automação de Processos,9,1276.39,1110.69,Pires Cunha - EI,MG,sudeste
197,2024-07-24,Evelyn,Equipe Zenith,Consultoria,Treinamento em TI,9,1497.57,1037.75,da Mota,AM,norte
198,2024-11-03,Nina,Equipe Zenith,Infraestrutura,Gerenciamento de Redes,1,968.86,548.08,Costa - EI,BA,nordeste
199,2024-03-11,Henrique,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,16,939.75,709.53,da Mata - EI,PA,norte
200,2023-11-24,Alexia,Equipe Zenith,Desenvolvimento,Desenvolvimento de Software,6,895.79,794.5,Santos,PA,norte
201,2022-08-24,João Vitor,Equipe Zenith,Desenvolvimento,Criação de Aplicativos,8,1298.91,1113.62,Ferreira S/A,MG,sudeste
202,2023-10-14,João Vitor,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,1,853.06,481.29,Peixoto - ME,PE,nordeste
203,2022-11-28,Nina,Equipe Zenith,Consultoria,Planejamento Estratégico de TI,7,762.83,525.81,Mendes,MG,sudeste
204,2025-01-25,Nina,Equipe Zenith,Desenvolvimento,Desenvolvimento Web,14,1055.94,666.08,Pereira,BA,nordeste
205,2024-08-09,Alexia,Equipe Zenith,Consultoria,Treinamento em TI,13,1495.03,764.49,Sales,SP,sudeste
