Id,data_venda,vendedor,equipe,categoria_servico,servico,quantidade,preco_unitario,custo,cliente,estado,regiao
62,2022-06-21,Rebeca,Equipe Orion,Consultoria,Treinamento em TI,15,1275.41,961.55,Rocha da Conceição - EI,PA,norte
63,2023-07-08,Ana Julia,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,17,738.09,413.35,Melo,PE,nordeste
64,2024-10-04,Ana Julia,Equipe Orion,Consultoria,Consultoria em TI,8,1189.94,622.41,Peixoto S/A,PA,norte
65,2023-03-19,Ana Julia,Equipe Orion,Infraestrutura,Backup em Nuvem,4,184.1,116.16,Mendes Ltda.,SP,sudeste
66,2023-09-02,Rafaela,Equipe Orion,Desenvolvimento,Integração de Sistemas,6,885.59,499.88,Nascimento - EI,MT,centro-oeste
67,2023-12-29,Rafaela,Equipe Orion,Desenvolvimento,Integração de Sistemas,19,1344.39,1207.98,Cardoso,PE,nordeste
68,2024-11-24,Ana Lívia,Equipe Orion,Consultoria,Treinamento em TI,5,889.8,485.21,Carvalho das Neves S/A,DF,centro-oeste
69,2025-05-06,Joaquim,Equipe Orion,Infraestrutura,Monitoramento de Sistemas,12,1309.58,1112.53,Rocha - EI,RJ,sudeste
70,2024-03-20,Ana Julia,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,5,1234.98,996.45,Silveira Carvalho S.A.,PR,sul
71,2023-02-20,Rafaela,Equipe Orion,Consultoria,Gestão de Projetos de TI,15,1498.4,1179.75,Fogaça - ME,MT,centro-oeste
72,2022-11-06,Rebeca,Equipe Orion,Infraestrutura,Monitoramento de Sistemas,6,1159.92,833.06,Fogaça e Filhos,RO,norte
73,2025-02-15,Rebeca,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,3,795.05,643.2,Santos S/A,PE,nordeste
74,2024-01-12,Ana Julia,Equipe Orion,Desenvolvimento,Automação de Processos,12,784.38,461.23,Azevedo,CE,nordeste
75,2024-12-16,Joaquim,Equipe Orion,Consultoria,Consultoria em TI,17,234.3,139.99,Moura,SC,sul
76,2023-08-16,Rafaela,Equipe Orion,Infraestrutura,Backup em Nuvem,8,1088.75,863.25,Moreira da Costa S.A.,RJ,sudeste
77,2024-03-21,Rebeca,Equipe Orion,Infraestrutura,Hospedagem de Sites,20,1042.48,732.87,da Rocha,GO,centro-oeste
78,2023-03-08,Ana Julia,Equipe Orion,Infraestrutura,Monitoramento de Sistemas,15,587.07,346.77,da Mata,CE,nordeste
79,2023-01-17,Joaquim,Equipe Orion,Desenvolvimento,Integração de Sistemas,2,532.44,457.72,Vieira Martins - EI,GO,centro-oeste
80,2024-12-23,Ana Lívia,Equipe Orion,Consultoria,Auditoria de Sistemas,4,1064.92,738.85,Correia,GO,centro-oeste
81,2023-11-20,Joaquim,Equipe Orion,Consultoria,Gestão de Projetos de TI,1,583.69,354.16,Cavalcanti e Filhos,PR,sul
82,2024-12-25,Ana Lívia,Equipe Orion,Infraestrutura,Monitoramento de Sistemas,9,183.12,135.95,Pinto,RJ,sudeste
83,2025-03-03,Rebeca,Equipe Orion,Desenvolvimento,Integração de Sistemas,11,581.48,377.66,Araújo Fernandes e Filhos,BA,nordeste
84,2024-06-21,Rafaela,Equipe Orion,Desenvolvimento,Integração de Sistemas,13,849.71,698.48,Correia S/A,PE,nordeste
85,2024-06-03,Ana Julia,Equipe Orion,Consultoria,Planejamento Estratégico de TI,11,1296.59,782.07,Rezende,MG,sudeste
86,2025-01-27,Ana Lívia,Equipe Orion,Consultoria,Consultoria em TI,15,1118.82,776.63,Vieira,PE,nordeste
87,2024-01-26,Ana Lívia,Equipe Orion,Desenvolvimento,Integração de Sistemas,5,1351.33,1200.47,Martins,GO,centro-oeste
88,2022-11-02,Ana Julia,Equipe Orion,Desenvolvimento,Criação de Aplicativos,2,355.93,225.72,Moura Ltda.,GO,centro-oeste
89,2024-07-18,Ana Julia,Equipe Orion,Infraestrutura,Hospedagem de Sites,2,695.63,397.3,Nunes,DF,centro-oeste
90,2024-04-26,Rebeca,Equipe Orion,Consultoria,Treinamento em TI,12,1465.26,1140.3,Correia Monteiro S/A,PE,nordeste
91,2022-07-18,Ana Julia,Equipe Orion,Consultoria,Treinamento em TI,18,603.19,333.52,Jesus,SC,sul
92,2023-10-04,Joaquim,Equipe Orion,Infraestrutura,Hospedagem de Sites,20,1053.49,588.09,Moreira Barbosa - EI,RJ,sudeste
93,2024-03-21,Ana Lívia,Equipe Orion,Desenvolvimento,Integração de Sistemas,6,1284.15,944.25,da Costa,SC,sul
94,2024-10-27,Ana Julia,Equipe Orion,Desenvolvimento,Desenvolvimento Web,20,679.36,576.68,Fogaça,DF,centro-oeste
95,2025-03-07,Rafaela,Equipe Orion,Consultoria,Auditoria de Sistemas,7,846.52,507.06,da Luz,CE,nordeste
96,2024-02-06,Rebeca,Equipe Orion,Consultoria,Planejamento Estratégico de TI,14,1193.31,601.04,Moreira,MT,centro-oeste
97,2023-12-31,Rafaela,Equipe Orion,Consultoria,Planejamento Estratégico de TI,15,723.66,462.2,Lopes,RO,norte
98,2024-07-14,Rebeca,Equipe Orion,Desenvolvimento,Automação de Processos,8,1121.77,825.15,Pinto S/A,MG,sudeste
99,2022-09-08,Joaquim,Equipe Orion,Consultoria,Gestão de Projetos de TI,7,228.96,173.1,Azevedo e Filhos,PR,sul
100,2025-03-25,Rafaela,Equipe Orion,Consultoria,Treinamento em TI,2,582.85,318.06,Aragão da Luz - EI,PA,norte
101,2023-12-25,Rebeca,Equipe Orion,Infraestrutura,Backup em Nuvem,5,886.66,578.27,Pereira,PR,sul
102,2024-06-16,Rafaela,Equipe Orion,Consultoria,Planejamento Estratégico de TI,9,1441.11,755.65,Freitas Pinto e Filhos,DF,centro-oeste
103,2022-09-14,Rafaela,Equipe Orion,Infraestrutura,Backup em Nuvem,19,774.56,606.84,da Rocha,SC,sul
104,2024-03-20,Rafaela,Equipe Orion,Consultoria,Planejamento Estratégico de TI,5,1028.64,909.98,Fernandes S/A,BA,nordeste
105,2024-03-05,Rebeca,Equipe Orion,Consultoria,Planejamento Estratégico de TI,13,908.61,656.1,da Paz - EI,MG,sudeste
106,2022-08-08,Ana Lívia,Equipe Orion,Consultoria,Treinamento em TI,1,1028.26,526.62,Caldeira,RS,sul
107,2025-05-12,Joaquim,Equipe Orion,Consultoria,Auditoria de Sistemas,15,466.79,259.29,Barros,RO,norte
108,2023-05-06,Rebeca,Equipe Orion,Infraestrutura,Gerenciamento de Redes,4,541.95,277.4,Duarte - ME,CE,nordeste
109,2022-09-18,Rebeca,Equipe Orion,Desenvolvimento,Integração de Sistemas,14,653.7,402.19,Teixeira - ME,PE,nordeste
110,2025-04-12,Ana Julia,Equipe Orion,Desenvolvimento,Criação de Aplicativos,12,1449.9,983.06,Almeida da Paz S.A.,RJ,sudeste
111,2022-10-24,Rafaela,Equipe Orion,Infraestrutura,Monitoramento de Sistemas,13,1029.88,914.85,Nascimento,BA,nordeste
112,2024-03-15,Ana Lívia,Equipe Orion,Desenvolvimento,Integração de Sistemas,8,1393.05,753.76,Silveira S.A.,PA,norte
113,2023-03-16,Rafaela,Equipe Orion,Infraestrutura,Backup em Nuvem,15,1427.74,1120.0,da Rosa,PR,sul
114,2023-06-02,Ana Julia,Equipe Orion,Infraestrutura,Suporte Técnico,1,1488.52,1283.19,Carvalho Correia e Filhos,SC,sul
115,2024-10-10,Ana Julia,Equipe Orion,Consultoria,Treinamento em TI,18,931.78,586.78,Moreira,BA,nordeste
116,2022-11-27,Ana Julia,Equipe Orion,Infraestrutura,Suporte Técnico,3,822.65,740.08,Silveira,GO,centro-oeste
117,2023-08-14,Ana Lívia,Equipe Orion,Desenvolvimento,Automação de Processos,14,1271.43,934.63,Pires Cavalcanti S/A,AM,norte
118,2024-07-18,Ana Julia,Equipe Orion,Desenvolvimento,Criação de Aplicativos,8,1250.38,669.63,Azevedo Ltda.,PR,sul
119,2025-02-12,Ana Julia,Equipe Orion,Consultoria,Treinamento em TI,11,1143.08,881.24,Rezende,PR,sul
120,2023-08-10,Rafaela,Equipe Orion,Infraestrutura,Hospedagem de Sites,8,1389.16,1182.78,Silva,PA,norte
121,2024-06-10,Joaquim,Equipe Orion,Consultoria,Auditoria de Sistemas,11,358.31,304.77,Carvalho,SC,sul
122,2023-03-26,Rebeca,Equipe Orion,Infraestrutura,Suporte Técnico,1,799.44,434.75,Viana da Mata e Filhos,CE,nordeste
123,2024-02-17,Ana Julia,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,12,1092.08,913.25,Caldeira e Filhos,SC,sul
124,2023-04-10,Rebeca,Equipe Orion,Consultoria,Consultoria em TI,2,602.47,477.34,da Costa Rocha S.A.,PA,norte
125,2024-04-01,Rebeca,Equipe Orion,Consultoria,Treinamento em TI,8,936.67,612.48,Cardoso,SP,sudeste
126,2023-02-13,Rafaela,Equipe Orion,Consultoria,Treinamento em TI,18,954.73,519.93,Rocha e Filhos,GO,centro-oeste
127,2022-10-25,Ana Lívia,Equipe Orion,Desenvolvimento,Integração de Sistemas,15,1447.85,1148.5,Ramos,RJ,sudeste
128,2023-07-07,Joaquim,Equipe Orion,Infraestrutura,Gerenciamento de Redes,8,436.56,302.71,Azevedo,SP,sudeste
129,2024-04-08,Ana Julia,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,3,1007.54,522.03,Novaes - ME,PR,sul
130,2022-10-04,Ana Julia,Equipe Orion,Desenvolvimento,Desenvolvimento Web,8,1352.14,816.62,Castro e Filhos,PR,sul
131,2024-02-29,Ana Lívia,Equipe Orion,Consultoria,Gestão de Projetos de TI,3,339.0,257.63,da Mota,PA,norte
132,2025-04-14,Rebeca,Equipe Orion,Consultoria,Consultoria em TI,6,825.57,708.8,Jesus Barbosa S/A,RO,norte
133,2025-01-31,Joaquim,Equipe Orion,Desenvolvimento,Automação de Processos,7,292.61,170.95,da Luz Freitas e Filhos,RJ,sudeste
134,2024-01-17,Rafaela,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,9,922.65,817.92,Souza,AM,norte
135,2023-12-31,Joaquim,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,16,280.82,220.25,Duarte,SC,sul
136,2023-06-24,Ana Lívia,Equipe Orion,Consultoria,Planejamento Estratégico de TI,7,1055.5,738.07,Santos,PR,sul
137,2023-05-16,Joaquim,Equipe Orion,Infraestrutura,Backup em Nuvem,5,292.23,218.27,Lima,SC,sul
138,2023-10-19,Rafaela,Equipe Orion,Infraestrutura,Gerenciamento de Redes,17,557.66,482.16,Souza,MG,sudeste
139,2022-09-20,Rafaela,Equipe Orion,Infraestrutura,Hospedagem de Sites,18,1058.06,728.23,Nascimento,RJ,sudeste
140,2025-01-28,Rafaela,Equipe Orion,Desenvolvimento,Desenvolvimento Web,16,1042.07,825.4,Teixeira e Filhos,AM,norte
141,2023-10-22,Rafaela,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,16,1062.82,765.67,da Cruz da Costa S.A.,BA,nordeste
142,2024-10-23,Ana Julia,Equipe Orion,Desenvolvimento,Automação de Processos,13,348.04,296.72,da Cruz,AM,norte
143,2024-07-25,Ana Julia,Equipe Orion,Desenvolvimento,Integração de Sistemas,13,630.37,417.56,Costela,RS,sul
144,2024-08-14,Rebeca,Equipe Orion,Infraestrutura,Monitoramento de Sistemas,19,850.75,583.04,Vieira,PR,sul
145,2023-01-08,Joaquim,Equipe Orion,Infraestrutura,Monitoramento de Sistemas,19,310.75,228.73,Cunha da Rocha S/A,RS,sul
146,2023-03-03,Ana Julia,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,5,696.99,556.12,Lima,PR,sul
147,2022-12-20,Ana Julia,Equipe Orion,Infraestrutura,Backup em Nuvem,18,1443.48,730.58,Freitas S/A,PA,norte
148,2024-11-15,Joaquim,Equipe Orion,Consultoria,Treinamento em TI,15,1394.86,1144.34,Moreira,AM,norte
149,2023-02-19,Rafaela,Equipe Orion,Desenvolvimento,Integração de Sistemas,3,397.25,317.19,Aragão - EI,BA,nordeste
150,2023-01-28,Ana Julia,Equipe Orion,Infraestrutura,Hospedagem de Sites,14,1164.93,1029.52,Aragão - EI,MG,sudeste
151,2024-08-13,Rebeca,Equipe Orion,Consultoria,Consultoria em TI,1,752.98,522.94,das Neves,AM,norte
152,2025-01-13,Ana Julia,Equipe Orion,Infraestrutura,Gerenciamento de Redes,8,265.14,206.22,Cardoso Gomes - EI,AM,norte
153,2023-07-24,Rafaela,Equipe Orion,Infraestrutura,Gerenciamento de Redes,7,917.42,642.84,da Paz e Filhos,SC,sul
154,2023-10-09,Rebeca,Equipe Orion,Consultoria,Consultoria em TI,5,1337.26,888.38,Rocha,AM,norte
155,2024-06-23,Rafaela,Equipe Orion,Consultoria,Auditoria de Sistemas,5,782.32,549.39,Pereira Nogueira S.A.,PE,nordeste
156,2025-03-15,Rebeca,Equipe Orion,Consultoria,Treinamento em TI,17,1404.89,1018.11,Caldeira,RJ,sudeste
157,2024-04-12,Joaquim,Equipe Orion,Infraestrutura,Gerenciamento de Redes,5,1459.41,890.8,Nascimento,RS,sul
158,2024-07-16,Rafaela,Equipe Orion,Consultoria,Consultoria em TI,16,1374.57,1166.56,Novaes Azevedo - ME,RJ,sudeste
159,2023-01-16,Ana Lívia,Equipe Orion,Infraestrutura,Monitoramento de Sistemas,11,1019.78,854.07,Aragão,BA,nordeste
160,2024-11-05,Rebeca,Equipe Orion,Consultoria,Treinamento em TI,15,764.48,631.44,Santos Silveira - EI,SP,sudeste
161,2023-06-23,Rafaela,Equipe Orion,Desenvolvimento,Criação de Aplicativos,7,456.03,354.04,Novaes,SP,sudeste
162,2024-08-25,Ana Lívia,Equipe Orion,Consultoria,Gestão de Projetos de TI,15,684.99,348.9,Nascimento S.A.,CE,nordeste
163,2023-08-22,Rebeca,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,15,644.67,324.45,Pereira,CE,nordeste
164,2023-09-22,Rebeca,Equipe Orion,Infraestrutura,Backup em Nuvem,7,1453.81,833.67,das Neves Correia S.A.,PE,nordeste
165,2023-04-14,Rafaela,Equipe Orion,Consultoria,Planejamento Estratégico de TI,20,543.3,427.93,Duarte,SP,sudeste
166,2023-01-08,Joaquim,Equipe Orion,Infraestrutura,Backup em Nuvem,7,1115.75,1002.74,Rodrigues,AM,norte
167,2023-01-28,Ana Lívia,Equipe Orion,Desenvolvimento,Automação de Processos,9,1075.27,847.99,Nascimento,RO,norte
168,2024-05-26,Rafaela,Equipe Orion,Consultoria,Gestão de Projetos de TI,18,1221.48,643.85,Teixeira,PR,sul
169,2024-06-05,Ana Lívia,Equipe Orion,Desenvolvimento,Integração de Sistemas,15,616.59,481.58,Azevedo,PE,nordeste
170,2025-03-19,Joaquim,Equipe Orion,Infraestrutura,Backup em Nuvem,3,868.75,546.49,Azevedo,PE,nordeste
171,2022-09-17,Rafaela,Equipe Orion,Consultoria,Planejamento Estratégico de TI,12,825.36,507.54,Fernandes S.A.,PE,nordeste
172,2025-03-11,Rafaela,Equipe Orion,Consultoria,Planejamento Estratégico de TI,17,504.68,283.73,Nogueira,AM,norte
173,2023-09-29,Joaquim,Equipe Orion,Infraestrutura,Hospedagem de Sites,5,1338.58,1075.79,Silveira,MT,centro-oeste
174,2024-12-23,Rafaela,Equipe Orion,Consultoria,Gestão de Projetos de TI,11,292.17,227.32,Lima,RO,norte
175,2022-09-11,Joaquim,Equipe Orion,Desenvolvimento,Criação de Aplicativos,2,1266.55,697.85,Pires - EI,AM,norte
176,2024-01-07,Rebeca,Equipe Orion,Infraestrutura,Suporte Técnico,15,1026.23,901.41,Dias Carvalho Ltda.,MG,sudeste
177,2023-11-25,Ana Julia,Equipe Orion,Desenvolvimento,Criação de Aplicativos,5,702.2,416.25,Barros,SC,sul
178,2025-04-03,Joaquim,Equipe Orion,Desenvolvimento,Automação de Processos,7,875.35,772.96,Sales,DF,centro-oeste
179,2025-02-08,Rafaela,Equipe Orion,Consultoria,Auditoria de Sistemas,14,766.22,502.27,Dias,GO,centro-oeste
180,2025-05-13,Rafaela,Equipe Orion,Infraestrutura,Backup em Nuvem,16,1395.18,1087.74,Pinto,RS,sul
181,2023-12-28,Rebeca,Equipe Orion,Infraestrutura,Hospedagem de Sites,12,1039.04,684.7,Rodrigues,CE,nordeste
182,2023-01-23,Rebeca,Equipe Orion,Desenvolvimento,Integração de Sistemas,11,1097.69,861.7,Moreira Moura Ltda.,SC,sul
183,2023-06-20,Ana Lívia,Equipe Orion,Consultoria,Auditoria de Sistemas,20,331.88,279.0,Araújo,CE,nordeste
184,2022-08-27,Ana Julia,Equipe Orion,Desenvolvimento,Desenvolvimento Web,11,902.05,592.88,Pinto Pires e Filhos,RS,sul
185,2022-09-20,Rebeca,Equipe Orion,Desenvolvimento,Automação de Processos,7,298.21,173.73,Carvalho Melo e Filhos,AM,norte
186,2023-03-24,Ana Lívia,Equipe Orion,Desenvolvimento,Integração de Sistemas,18,480.18,253.6,Almeida,DF,centro-oeste
187,2023-02-18,Ana Lívia,Equipe Orion,Consultoria,Treinamento em TI,20,586.66,451.27,Lopes Oliveira - EI,CE,nordeste
188,2025-02-19,Ana Lívia,Equipe Orion,Desenvolvimento,Criação de Aplicativos,13,1262.31,864.36,Nascimento Pereira e Filhos,GO,centro-oeste
189,2023-12-11,Rebeca,Equipe Orion,Desenvolvimento,Desenvolvimento Web,10,1192.52,1040.29,da Mota,PR,sul
190,2024-03-22,Ana Julia,Equipe Orion,Consultoria,Treinamento em TI,9,1443.9,1232.37,da Cunha Lima Ltda.,GO,centro-oeste
191,2022-12-02,Rafaela,Equipe Orion,Consultoria,Consultoria em TI,7,680.47,589.41,Porto Mendes Ltda.,CE,nordeste
192,2024-09-08,Joaquim,Equipe Orion,Consultoria,Planejamento Estratégico de TI,17,1169.6,635.94,da Mota,PA,norte
193,2024-06-27,Ana Julia,Equipe Orion,Infraestrutura,Suporte Técnico,9,642.39,512.37,Barbosa,RO,norte
194,2023-04-15,Joaquim,Equipe Orion,Infraestrutura,Gerenciamento de Redes,10,321.5,268.87,Santos S/A,MG,sudeste
195,2024-06-19,Rebeca,Equipe Orion,Consultoria,Treinamento em TI,10,1269.5,1124.8,Pires,CE,nordeste
196,2024-02-21,Rafaela,Equipe Orion,Consultoria,Planejamento Estratégico de TI,15,1307.26,1014.12,Souza,PE,nordeste
197,2025-01-15,Rafaela,Equipe Orion,Desenvolvimento,Automação de Processos,14,573.56,397.59,Costa S.A.,MG,sudeste
198,2023-06-19,Ana Lívia,Equipe Orion,Desenvolvimento,Criação de Aplicativos,4,470.48,317.98,Peixoto S.A.,PR,sul
199,2023-11-05,Joaquim,Equipe Orion,Infraestrutura,Suporte Técnico,4,792.0,670.88,Santos,DF,centro-oeste
200,2024-06-19,Joaquim,Equipe Orion,Desenvolvimento,Desenvolvimento de Software,16,777.55,504.77,Martins Ltda.,PE,nordeste
201,2024-01-03,Ana Lívia,Equipe Orion,Consultoria,Consultoria em TI,19,840.54,618.88,Alves Pereira Ltda.,DF,centro-oeste
202,2024-09-24,Ana Lívia,Equipe Orion,Consultoria,Auditoria de Sistemas,17,1370.94,1147.2,Rocha - EI,RO,norte
203,2024-11-17,Rebeca,Equipe Orion,Desenvolvimento,Desenvolvimento Web,10,232.64,137.19,Teixeira S/A,MG,sudeste
204,2023-03-22,Rebeca,Equipe Orion,Consultoria,Auditoria de Sistemas,2,756.03,642.78,Rocha,RS,sul
